id,title,brand,category,subcategory,description,your_cost_usd,normal_value_usd,offer_type,conditions,requires_card,location_scope,country,state,city,online,source_url,verification_status,last_checked,confidence,publish_ready,notes
1373,"Public library free programs — Baltimore, MD",Public library free programs,LEARN FREE,Library,"Free classes, talks, clubs, workshops and programs through public libraries serving Baltimore, MD.",0,,Resident/community program,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MD,Baltimore,NO,https://www.imls.gov/research-evaluation/surveys/public-libraries-survey-pls,Discovery lead — requires local verification,2026-08-18,Medium,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1374,"Public library museum-pass programs — Baltimore, MD",Public library museum-pass programs,GO FREE,Library Perks,"Potential free or discounted museum-pass programs available through libraries serving Baltimore, MD.",0,,Library-card benefit,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MD,Baltimore,NO,https://www.imls.gov/research-evaluation/surveys/public-libraries-survey-pls,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1375,"City parks free events — Baltimore, MD",City parks free events,GO FREE,Parks,"Free city park programming, festivals and community events in Baltimore, MD.",0,,Public event,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MD,Baltimore,NO,https://www.usa.gov/local-governments,Discovery lead — requires local verification,2026-08-18,Medium,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1376,"Parks & recreation free fitness — Baltimore, MD",Parks & recreation free fitness,PLAY FREE,Fitness,"Potential free fitness classes, walking groups or recreation sessions in Baltimore, MD.",0,,Public recreation,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MD,Baltimore,NO,https://www.usa.gov/local-governments,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1377,"Free concerts in parks — Baltimore, MD",Free concerts in parks,GO FREE,Music,"Seasonal free outdoor concerts and music events in Baltimore, MD.",0,,Seasonal event,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MD,Baltimore,NO,https://www.usa.gov/local-governments,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1378,"Free outdoor movies — Baltimore, MD",Free outdoor movies,GO FREE,Movies,"Seasonal free outdoor movie screenings in Baltimore, MD.",0,,Seasonal event,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MD,Baltimore,NO,https://www.usa.gov/local-governments,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1379,"Free museum days — Baltimore, MD",Free museum days,GO FREE,Museums,"Museum free-admission days or hours to verify in Baltimore, MD.",0,,Timed/conditional admission,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MD,Baltimore,NO,https://www.arts.gov/,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1380,"Always-free museums & galleries — Baltimore, MD",Always-free museums & galleries,GO FREE,Museums,"Always-free museums, university galleries or cultural spaces to verify in Baltimore, MD.",0,,Free admission discovery,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MD,Baltimore,NO,https://www.arts.gov/,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1381,"University public lectures — Baltimore, MD",University public lectures,LEARN FREE,University,"Free public lectures, panels and academic events at colleges and universities in Baltimore, MD.",0,,Public education event,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MD,Baltimore,NO,https://www.ed.gov/,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1382,"University galleries & exhibitions — Baltimore, MD",University galleries & exhibitions,GO FREE,University Arts,"Free university gallery exhibitions and campus museums to verify in Baltimore, MD.",0,,Free admission discovery,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MD,Baltimore,NO,https://www.ed.gov/,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1383,"Free kids library activities — Baltimore, MD",Free kids library activities,KIDS FREE,Kids,"Free story times, crafts, STEM sessions and kids activities at libraries serving Baltimore, MD.",0,,Community program,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MD,Baltimore,NO,https://www.imls.gov/research-evaluation/surveys/public-libraries-survey-pls,Discovery lead — requires local verification,2026-08-18,Medium,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1384,"Free family community events — Baltimore, MD",Free family community events,KIDS FREE,Family,"Free family festivals, fairs and community events in Baltimore, MD.",0,,Community event,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MD,Baltimore,NO,https://www.usa.gov/local-governments,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1385,"VolunteerMatch opportunities — Baltimore, MD",VolunteerMatch opportunities,GO FREE,Volunteering,"Free volunteer opportunities and community projects around Baltimore, MD.",0,,Volunteer activity,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MD,Baltimore,NO,https://www.volunteermatch.org/,Discovery lead — requires local verification,2026-08-18,Medium,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1386,"Idealist volunteer opportunities — Baltimore, MD",Idealist volunteer opportunities,GO FREE,Volunteering,"Volunteer and community-service opportunities listed for the Baltimore, MD area.",0,,Volunteer activity,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MD,Baltimore,NO,https://www.idealist.org/,Discovery lead — requires local verification,2026-08-18,Medium,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1387,"Free art walks — Baltimore, MD",Free art walks,GO FREE,Art,"Free gallery walks, open studios and art-district events to verify in Baltimore, MD.",0,,Community arts event,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MD,Baltimore,NO,https://www.arts.gov/,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1388,"Free cultural festivals — Baltimore, MD",Free cultural festivals,GO FREE,Festivals,"Free cultural, heritage and neighborhood festivals to verify in Baltimore, MD.",0,,Festival,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MD,Baltimore,NO,https://www.arts.gov/,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1389,"Free farmers-market entry/events — Baltimore, MD",Free farmers-market entry/events,GO FREE,Markets,"Free-entry farmers markets and market programming in Baltimore, MD; purchases optional.",0,,Free-entry market,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MD,Baltimore,NO,https://www.ams.usda.gov/local-food-directories/farmersmarkets,Discovery lead — requires local verification,2026-08-18,Medium,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1390,"Free maker workshops — Baltimore, MD",Free maker workshops,LEARN FREE,Workshops,"Free maker, craft, repair, coding or DIY workshops to verify around Baltimore, MD.",0,,Workshop,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MD,Baltimore,NO,https://www.imls.gov/research-evaluation/surveys/public-libraries-survey-pls,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1391,"Free career workshops — Baltimore, MD",Free career workshops,LEARN FREE,Career,"Free résumé, job-search, interview or career workshops in Baltimore, MD.",0,,Career resource,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MD,Baltimore,NO,https://www.careeronestop.org/,Discovery lead — requires local verification,2026-08-18,Medium,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1392,"American Job Center free services — Baltimore, MD",American Job Center free services,LEARN FREE,Career,"No-cost employment assistance and workforce services available around Baltimore, MD.",0,,Government workforce service,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MD,Baltimore,NO,https://www.careeronestop.org/LocalHelp/AmericanJobCenters/american-job-centers.aspx,Discovery lead — requires local verification,2026-08-18,High,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1393,"SCORE free small-business mentoring — Baltimore, MD",SCORE free small-business mentoring,LEARN FREE,Business,"Free SCORE mentoring and selected workshops accessible to entrepreneurs in Baltimore, MD.",0,,Free mentoring,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MD,Baltimore,NO,https://www.score.org/,Discovery lead — requires local verification,2026-08-18,High,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1394,"SBA free business training — Baltimore, MD",SBA free business training,LEARN FREE,Business,"Free SBA learning resources, local events and partner training relevant to Baltimore, MD.",0,,Free business education,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MD,Baltimore,NO,https://www.sba.gov/sba-learning-platform,Discovery lead — requires local verification,2026-08-18,High,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1395,"Free tax-prep assistance leads — Baltimore, MD",Free tax-prep assistance leads,GET FREE,Tax Help,"Free tax-preparation assistance programs such as VITA/TCE to verify around Baltimore, MD during tax season.",0,,Eligibility/seasonal service,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MD,Baltimore,NO,https://www.irs.gov/individuals/free-tax-return-preparation-for-qualifying-taxpayers,Discovery lead — requires local verification,2026-08-18,High,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1396,"211 free community-resource search — Baltimore, MD",211 free community-resource search,GET FREE,Community Support,"Free 211 referral and community-resource discovery for residents of Baltimore, MD.",0,,Free referral service,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MD,Baltimore,NO,https://www.211.org/,Discovery lead — requires local verification,2026-08-18,High,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1397,"FindHelp free local assistance search — Baltimore, MD",FindHelp free local assistance search,GET FREE,Community Support,"Free search for local food, housing, health and community-support programs around Baltimore, MD.",0,,Free referral service,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MD,Baltimore,NO,https://www.findhelp.org/,Discovery lead — requires local verification,2026-08-18,High,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1398,"NPS nearby fee-free site discovery — Baltimore, MD",NPS nearby fee-free site discovery,GO FREE,National Parks,"National Park Service sites near Baltimore, MD that may be fee-free year-round; verify the specific site before publishing.",0,,Public-land discovery,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MD,Baltimore,NO,https://www.nps.gov/aboutus/entrance-fee-prices.htm,Discovery lead — requires local verification,2026-08-18,Medium,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1399,"Free walking tours / self-guided routes — Baltimore, MD",Free walking tours / self-guided routes,GO FREE,Walking Tours,"Free self-guided historic walks, public art routes and walking-tour resources to verify in Baltimore, MD.",0,,Self-guided activity,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MD,Baltimore,NO,https://www.usa.gov/local-governments,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1400,"Free community health screenings/events — Baltimore, MD",Free community health screenings/events,GET FREE,Health,"No-cost community health fairs, screenings or wellness events to verify around Baltimore, MD.",0,,Community health event,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,MD,Baltimore,NO,https://www.hhs.gov/,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1401,"Eventbrite free events — Milwaukee, WI",Eventbrite free events,GO FREE,Events,"Free event listings on Eventbrite in Milwaukee, WI.",0,,Free event discovery,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,WI,Milwaukee,NO,https://www.eventbrite.com/,Discovery lead — requires local verification,2026-08-18,Medium,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1402,"Meetup free community events — Milwaukee, WI",Meetup free community events,GO FREE,Community,"Free or no-cost Meetup events and groups in Milwaukee, WI.",0,,Free event discovery,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,WI,Milwaukee,NO,https://www.meetup.com/,Discovery lead — requires local verification,2026-08-18,Medium,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1403,"Public library free programs — Milwaukee, WI",Public library free programs,LEARN FREE,Library,"Free classes, talks, clubs, workshops and programs through public libraries serving Milwaukee, WI.",0,,Resident/community program,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,WI,Milwaukee,NO,https://www.imls.gov/research-evaluation/surveys/public-libraries-survey-pls,Discovery lead — requires local verification,2026-08-18,Medium,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1404,"Public library museum-pass programs — Milwaukee, WI",Public library museum-pass programs,GO FREE,Library Perks,"Potential free or discounted museum-pass programs available through libraries serving Milwaukee, WI.",0,,Library-card benefit,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,WI,Milwaukee,NO,https://www.imls.gov/research-evaluation/surveys/public-libraries-survey-pls,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1405,"City parks free events — Milwaukee, WI",City parks free events,GO FREE,Parks,"Free city park programming, festivals and community events in Milwaukee, WI.",0,,Public event,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,WI,Milwaukee,NO,https://www.usa.gov/local-governments,Discovery lead — requires local verification,2026-08-18,Medium,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1406,"Parks & recreation free fitness — Milwaukee, WI",Parks & recreation free fitness,PLAY FREE,Fitness,"Potential free fitness classes, walking groups or recreation sessions in Milwaukee, WI.",0,,Public recreation,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,WI,Milwaukee,NO,https://www.usa.gov/local-governments,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1407,"Free concerts in parks — Milwaukee, WI",Free concerts in parks,GO FREE,Music,"Seasonal free outdoor concerts and music events in Milwaukee, WI.",0,,Seasonal event,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,WI,Milwaukee,NO,https://www.usa.gov/local-governments,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1408,"Free outdoor movies — Milwaukee, WI",Free outdoor movies,GO FREE,Movies,"Seasonal free outdoor movie screenings in Milwaukee, WI.",0,,Seasonal event,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,WI,Milwaukee,NO,https://www.usa.gov/local-governments,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1409,"Free museum days — Milwaukee, WI",Free museum days,GO FREE,Museums,"Museum free-admission days or hours to verify in Milwaukee, WI.",0,,Timed/conditional admission,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,WI,Milwaukee,NO,https://www.arts.gov/,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1410,"Always-free museums & galleries — Milwaukee, WI",Always-free museums & galleries,GO FREE,Museums,"Always-free museums, university galleries or cultural spaces to verify in Milwaukee, WI.",0,,Free admission discovery,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,WI,Milwaukee,NO,https://www.arts.gov/,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1411,"University public lectures — Milwaukee, WI",University public lectures,LEARN FREE,University,"Free public lectures, panels and academic events at colleges and universities in Milwaukee, WI.",0,,Public education event,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,WI,Milwaukee,NO,https://www.ed.gov/,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1412,"University galleries & exhibitions — Milwaukee, WI",University galleries & exhibitions,GO FREE,University Arts,"Free university gallery exhibitions and campus museums to verify in Milwaukee, WI.",0,,Free admission discovery,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,WI,Milwaukee,NO,https://www.ed.gov/,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1413,"Free kids library activities — Milwaukee, WI",Free kids library activities,KIDS FREE,Kids,"Free story times, crafts, STEM sessions and kids activities at libraries serving Milwaukee, WI.",0,,Community program,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,WI,Milwaukee,NO,https://www.imls.gov/research-evaluation/surveys/public-libraries-survey-pls,Discovery lead — requires local verification,2026-08-18,Medium,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1414,"Free family community events — Milwaukee, WI",Free family community events,KIDS FREE,Family,"Free family festivals, fairs and community events in Milwaukee, WI.",0,,Community event,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,WI,Milwaukee,NO,https://www.usa.gov/local-governments,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1415,"VolunteerMatch opportunities — Milwaukee, WI",VolunteerMatch opportunities,GO FREE,Volunteering,"Free volunteer opportunities and community projects around Milwaukee, WI.",0,,Volunteer activity,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,WI,Milwaukee,NO,https://www.volunteermatch.org/,Discovery lead — requires local verification,2026-08-18,Medium,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1416,"Idealist volunteer opportunities — Milwaukee, WI",Idealist volunteer opportunities,GO FREE,Volunteering,"Volunteer and community-service opportunities listed for the Milwaukee, WI area.",0,,Volunteer activity,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,WI,Milwaukee,NO,https://www.idealist.org/,Discovery lead — requires local verification,2026-08-18,Medium,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1417,"Free art walks — Milwaukee, WI",Free art walks,GO FREE,Art,"Free gallery walks, open studios and art-district events to verify in Milwaukee, WI.",0,,Community arts event,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,WI,Milwaukee,NO,https://www.arts.gov/,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1418,"Free cultural festivals — Milwaukee, WI",Free cultural festivals,GO FREE,Festivals,"Free cultural, heritage and neighborhood festivals to verify in Milwaukee, WI.",0,,Festival,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,WI,Milwaukee,NO,https://www.arts.gov/,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1419,"Free farmers-market entry/events — Milwaukee, WI",Free farmers-market entry/events,GO FREE,Markets,"Free-entry farmers markets and market programming in Milwaukee, WI; purchases optional.",0,,Free-entry market,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,WI,Milwaukee,NO,https://www.ams.usda.gov/local-food-directories/farmersmarkets,Discovery lead — requires local verification,2026-08-18,Medium,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1420,"Free maker workshops — Milwaukee, WI",Free maker workshops,LEARN FREE,Workshops,"Free maker, craft, repair, coding or DIY workshops to verify around Milwaukee, WI.",0,,Workshop,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,WI,Milwaukee,NO,https://www.imls.gov/research-evaluation/surveys/public-libraries-survey-pls,Discovery lead — requires local verification,2026-08-18,Low,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1421,"Free career workshops — Milwaukee, WI",Free career workshops,LEARN FREE,Career,"Free résumé, job-search, interview or career workshops in Milwaukee, WI.",0,,Career resource,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,WI,Milwaukee,NO,https://www.careeronestop.org/,Discovery lead — requires local verification,2026-08-18,Medium,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1422,"American Job Center free services — Milwaukee, WI",American Job Center free services,LEARN FREE,Career,"No-cost employment assistance and workforce services available around Milwaukee, WI.",0,,Government workforce service,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,WI,Milwaukee,NO,https://www.careeronestop.org/LocalHelp/AmericanJobCenters/american-job-centers.aspx,Discovery lead — requires local verification,2026-08-18,High,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1423,"SCORE free small-business mentoring — Milwaukee, WI",SCORE free small-business mentoring,LEARN FREE,Business,"Free SCORE mentoring and selected workshops accessible to entrepreneurs in Milwaukee, WI.",0,,Free mentoring,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,WI,Milwaukee,NO,https://www.score.org/,Discovery lead — requires local verification,2026-08-18,High,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
1424,"SBA free business training — Milwaukee, WI",SBA free business training,LEARN FREE,Business,"Free SBA learning resources, local events and partner training relevant to Milwaukee, WI.",0,,Free business education,"Discovery candidate only. Verify the exact local program/event, eligibility, dates, reservation rules, and whether any purchase or card is required before publishing.",Unknown,Local,US,WI,Milwaukee,NO,https://www.sba.gov/sba-learning-platform,Discovery lead — requires local verification,2026-08-18,High,NO,"Expansion lead for ZeroSpenders. This row represents a recurring local free-opportunity source/category, not a confirmed individual event. Resolve to a specific live offer before publication."
