id,title,brand,category,subcategory,description,your_cost_usd,normal_value_usd,offer_type,conditions,requires_card,location_scope,country,state,city,online,source_url,verification_status,last_checked,confidence,publish_ready,notes
124,Ahrefs Academy — Free Access,Ahrefs Academy,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://ahrefs.com/academy,Official service URL — terms recheck recommended,2026-08-18,High,YES,
125,Meta Blueprint Free Courses — Free Access,Meta Blueprint Free Courses,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://www.facebook.com/business/learn,Official service URL — terms recheck recommended,2026-08-18,High,YES,
126,Google Digital Garage resources — Free Access,Google Digital Garage resources,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://grow.google/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
127,Alison Free Courses — Free Access,Alison Free Courses,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://alison.com/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
128,Academic Earth — Free Access,Academic Earth,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://academicearth.org/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
129,Open Culture Courses — Free Access,Open Culture Courses,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://www.openculture.com/freeonlinecourses,Official service URL — terms recheck recommended,2026-08-18,High,YES,
130,NPTEL Open Courses — Free Access,NPTEL Open Courses,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://nptel.ac.in/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
131,Class Central Free Course Discovery — Free Access,Class Central Free Course Discovery,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://www.classcentral.com/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
132,TED-Ed — Free Access,TED-Ed,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://ed.ted.com/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
133,Crash Course — Free Access,Crash Course,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://thecrashcourse.com/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
134,PBS LearningMedia — Free Access,PBS LearningMedia,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://www.pbslearningmedia.org/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
135,CK-12 — Free Access,CK-12,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://www.ck12.org/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
136,PhET Interactive Simulations — Free Access,PhET Interactive Simulations,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://phet.colorado.edu/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
137,GeoGebra — Free Access,GeoGebra,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://www.geogebra.org/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
138,Desmos — Free Access,Desmos,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://www.desmos.com/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
139,Wolfram Alpha Free Access — Free Access,Wolfram Alpha Free Access,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://www.wolframalpha.com/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
140,Project Gutenberg — Free Access,Project Gutenberg,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://www.gutenberg.org/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
141,LibriVox — Free Access,LibriVox,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://librivox.org/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
142,Internet Archive — Free Access,Internet Archive,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://archive.org/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
143,Open Library — Free Access,Open Library,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://openlibrary.org/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
144,Smithsonian Open Access — Free Access,Smithsonian Open Access,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://www.si.edu/openaccess,Official service URL — terms recheck recommended,2026-08-18,High,YES,
145,NASA Image and Video Library — Free Access,NASA Image and Video Library,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://images.nasa.gov/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
146,Library of Congress Digital Collections — Free Access,Library of Congress Digital Collections,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://www.loc.gov/collections/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
147,National Archives Catalog — Free Access,National Archives Catalog,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://catalog.archives.gov/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
148,PubMed — Free Access,PubMed,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://pubmed.ncbi.nlm.nih.gov/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
149,PubMed Central — Free Access,PubMed Central,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://pmc.ncbi.nlm.nih.gov/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
150,arXiv — Free Access,arXiv,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://arxiv.org/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
151,DOAJ — Free Access,DOAJ,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://doaj.org/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
152,ERIC — Free Access,ERIC,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://eric.ed.gov/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
153,Google Scholar — Free Access,Google Scholar,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://scholar.google.com/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
154,Semantic Scholar — Free Access,Semantic Scholar,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://www.semanticscholar.org/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
155,CORE Open Access Research — Free Access,CORE Open Access Research,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://core.ac.uk/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
156,Unpaywall — Free Access,Unpaywall,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://unpaywall.org/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
157,Connected Papers Free Tier — Free Access,Connected Papers Free Tier,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://www.connectedpapers.com/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
158,Research Rabbit Free — Free Access,Research Rabbit Free,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://www.researchrabbit.ai/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
159,Zotero — Free Access,Zotero,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://www.zotero.org/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
160,Mendeley Reference Manager Free — Free Access,Mendeley Reference Manager Free,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://www.mendeley.com/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
161,Anki Desktop — Free Access,Anki Desktop,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://apps.ankiweb.net/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
162,Quizlet Free Tier — Free Access,Quizlet Free Tier,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://quizlet.com/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
163,Brainscape Free Tier — Free Access,Brainscape Free Tier,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://www.brainscape.com/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
164,Memrise Free Access — Free Access,Memrise Free Access,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://www.memrise.com/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
165,BBC Learning English — Free Access,BBC Learning English,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://www.bbc.co.uk/learningenglish,Official service URL — terms recheck recommended,2026-08-18,High,YES,
166,VOA Learning English — Free Access,VOA Learning English,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://learningenglish.voanews.com/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
167,USA Learns — Free Access,USA Learns,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://www.usalearns.org/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
168,GCFGlobal — Free Access,GCFGlobal,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://edu.gcfglobal.org/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
169,TypingClub Free — Free Access,TypingClub Free,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://www.typingclub.com/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
170,Typing.com Free — Free Access,Typing.com Free,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://www.typing.com/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
171,Scratch — Free Access,Scratch,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://scratch.mit.edu/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
172,Code.org — Free Access,Code.org,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://code.org/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
173,MIT App Inventor — Free Access,MIT App Inventor,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://appinventor.mit.edu/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
174,Replit Starter/Free — Free Access,Replit Starter/Free,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://replit.com/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
175,Exercism — Free Access,Exercism,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://exercism.org/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
176,Codewars Free — Free Access,Codewars Free,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://www.codewars.com/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
177,LeetCode Free Problems — Free Access,LeetCode Free Problems,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://leetcode.com/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
178,HackerRank Practice — Free Access,HackerRank Practice,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://www.hackerrank.com/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
179,Kaggle Learn — Free Access,Kaggle Learn,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://www.kaggle.com/learn,Official service URL — terms recheck recommended,2026-08-18,High,YES,
180,Google Colab Free — Free Access,Google Colab Free,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://colab.research.google.com/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
181,Jupyter — Free Access,Jupyter,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://jupyter.org/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
182,RStudio Desktop Open Source — Free Access,RStudio Desktop Open Source,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://posit.co/download/rstudio-desktop/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
183,Overleaf Free Plan — Free Access,Overleaf Free Plan,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://www.overleaf.com/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
184,Canva for Education resources — Free Access,Canva for Education resources,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://www.canva.com/education/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
185,National Geographic Education Resources — Free Access,National Geographic Education Resources,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://education.nationalgeographic.org/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
186,National Constitution Center Online Resources — Free Access,National Constitution Center Online Resources,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://constitutioncenter.org/education,Official service URL — terms recheck recommended,2026-08-18,High,YES,
187,National Gallery of Art Learning Resources — Free Access,National Gallery of Art Learning Resources,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://www.nga.gov/learn.html,Official service URL — terms recheck recommended,2026-08-18,High,YES,
188,Metropolitan Museum Heilbrunn Timeline of Art History — Free Access,Metropolitan Museum Heilbrunn Timeline of Art History,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://www.metmuseum.org/toah/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
189,MoMA Learning — Free Access,MoMA Learning,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://www.moma.org/learn/moma_learning/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
190,Getty Open Content — Free Access,Getty Open Content,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://www.getty.edu/projects/open-content-program/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
191,Google Arts & Culture — Free Access,Google Arts & Culture,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://artsandculture.google.com/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
192,Europeana — Free Access,Europeana,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://www.europeana.eu/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
193,Wikimedia Commons — Free Access,Wikimedia Commons,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://commons.wikimedia.org/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
194,Wikipedia — Free Access,Wikipedia,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://www.wikipedia.org/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
195,OpenStreetMap — Free Access,OpenStreetMap,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://www.openstreetmap.org/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
196,iNaturalist — Free Access,iNaturalist,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://www.inaturalist.org/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
197,eBird — Free Access,eBird,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://ebird.org/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
198,Merlin Bird ID — Free Access,Merlin Bird ID,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://merlin.allaboutbirds.org/,Official service URL — terms recheck recommended,2026-08-18,High,YES,
199,Seek by iNaturalist — Free Access,Seek by iNaturalist,LEARN FREE,Online Learning / Knowledge,"Free educational, research, reference, or learning access; paid upgrades may exist.",0,,Free tier / free content,"Account, usage, certificate, storage, or premium-feature limits may apply.",Unknown,Online,US,,,YES,https://www.inaturalist.org/pages/seek_app,Official service URL — terms recheck recommended,2026-08-18,High,YES,
200,GitHub Free — $0 Plan/Access,GitHub Free,ONLINE FREE,Software / SaaS,"Free software, open-source app, or $0 service tier; premium limits may apply.",0,,Free tier / free software,"Usage, storage, team, export, ad, or commercial-use limits may apply.",Unknown,Online,US,,,YES,https://github.com/pricing,Official pricing/product URL — recheck limits periodically,2026-08-18,High,YES,
201,GitLab Free — $0 Plan/Access,GitLab Free,ONLINE FREE,Software / SaaS,"Free software, open-source app, or $0 service tier; premium limits may apply.",0,,Free tier / free software,"Usage, storage, team, export, ad, or commercial-use limits may apply.",Unknown,Online,US,,,YES,https://about.gitlab.com/pricing/,Official pricing/product URL — recheck limits periodically,2026-08-18,High,YES,
202,Bitbucket Free — $0 Plan/Access,Bitbucket Free,ONLINE FREE,Software / SaaS,"Free software, open-source app, or $0 service tier; premium limits may apply.",0,,Free tier / free software,"Usage, storage, team, export, ad, or commercial-use limits may apply.",Unknown,Online,US,,,YES,https://www.atlassian.com/software/bitbucket/pricing,Official pricing/product URL — recheck limits periodically,2026-08-18,High,YES,
203,Canva Free — $0 Plan/Access,Canva Free,ONLINE FREE,Software / SaaS,"Free software, open-source app, or $0 service tier; premium limits may apply.",0,,Free tier / free software,"Usage, storage, team, export, ad, or commercial-use limits may apply.",Unknown,Online,US,,,YES,https://www.canva.com/pricing/,Official pricing/product URL — recheck limits periodically,2026-08-18,High,YES,
204,Figma Starter — $0 Plan/Access,Figma Starter,ONLINE FREE,Software / SaaS,"Free software, open-source app, or $0 service tier; premium limits may apply.",0,,Free tier / free software,"Usage, storage, team, export, ad, or commercial-use limits may apply.",Unknown,Online,US,,,YES,https://www.figma.com/pricing/,Official pricing/product URL — recheck limits periodically,2026-08-18,High,YES,
205,Notion Free — $0 Plan/Access,Notion Free,ONLINE FREE,Software / SaaS,"Free software, open-source app, or $0 service tier; premium limits may apply.",0,,Free tier / free software,"Usage, storage, team, export, ad, or commercial-use limits may apply.",Unknown,Online,US,,,YES,https://www.notion.so/pricing,Official pricing/product URL — recheck limits periodically,2026-08-18,High,YES,
206,Trello Free — $0 Plan/Access,Trello Free,ONLINE FREE,Software / SaaS,"Free software, open-source app, or $0 service tier; premium limits may apply.",0,,Free tier / free software,"Usage, storage, team, export, ad, or commercial-use limits may apply.",Unknown,Online,US,,,YES,https://trello.com/pricing,Official pricing/product URL — recheck limits periodically,2026-08-18,High,YES,
